Close/Last,Volume,Open,High,Low,Day
635.67,2313939,642.34,642.71,630.00,187
640.47,2176174,647.14,649.25,638.12,188
650.61,2920155,636.76,650.88,634.22,189
640.82,3857853,620.40,644.37,619.52,190
621.10,3782708,617.00,625.79,614.71,191
610.52,3056350,615.75,618.34,609.09,192
613.52,5670607,618.57,624.10,609.10,193
613.66,2792358,615.17,621.48,608.40,194
616.59,2086197,614.30,618.22,606.83,195
610.87,2653586,619.00,623.98,605.06,196
612.09,2065375,614.40,615.72,605.75,197
609.47,3093904,601.63,618.22,601.63,198
606.00,3614092,596.28,606.05,591.32,199
596.97,3686337,581.82,597.34,580.25,200
579.34,3307524,566.00,580.26,565.16,201
565.15,3068228,556.02,565.46,555.59,202
551.71,3473233,547.84,560.39,544.25,203
550.64,3361492,560.00,560.00,549.38,204
559.49,2508882,559.18,559.64,554.24,205
561.23,4332593,558.21,562.92,553.19,206
564.80,3807101,549.46,566.54,545.71,207
555.12,5355312,574.31,576.91,551.30,208
577.75,4975520,556.49,579.21,555.28,209
554.60,8597651,550.66,558.61,542.01,210
555.04,16449700,567.88,579.00,552.16,211
610.56,8468407,612.10,621.33,605.44,212
613.69,3312222,620.97,620.97,607.71,213
617.52,3519122,607.50,622.45,607.50,214
607.15,3085394,630.17,630.17,603.87,215
622.83,2959269,628.23,633.12,618.92,216
628.78,2662662,624.42,631.66,617.24,217
618.58,2806248,610.97,620.14,609.34,218
618.20,2146635,631.99,631.99,615.63,219
628.41,2145731,636.39,639.00,628.11,220
636.18,3378842,624.92,637.91,622.71,221
617.14,3064349,633.21,638.00,616.58,222
630.08,2931231,612.75,630.41,611.50,223
614.21,2029217,611.00,615.03,605.51,224
614.31,2115925,608.00,615.11,605.57,225
607.33,3708803,614.99,615.00,601.59,226
613.53,2628267,629.01,631.35,610.73,227
629.24,2804453,625.20,634.39,619.18,228
627.46,1803264,627.90,630.46,623.16,229
628.01,2135688,624.16,629.05,621.00,230
622.71,2507671,630.65,634.36,622.33,231
627.69,2639509,619.95,629.51,618.34,232
620.74,2142613,615.62,621.28,608.00,233
618.39,3344244,613.56,627.41,610.45,234
605.88,6671629,622.92,622.92,603.82,235
613.01,3120452,615.00,620.80,607.35,236
609.45,2192094,613.37,614.85,607.21,237
611.08,2821631,600.21,615.30,596.27,238
600.93,2500940,608.08,611.00,600.37,239
604.82,2777243,608.27,616.09,600.84,240
608.51,2742805,599.34,610.53,595.90,241
597.69,2469592,602.99,607.93,593.56,242
598.50,3849563,610.10,610.91,592.00,243
615.83,3020306,621.56,624.42,615.08,244
619.34,4270305,599.81,620.28,599.50,245
602.92,3572082,604.25,604.52,595.16,246
596.48,2605242,595.79,598.17,590.01,247
601.67,4489355,595.00,605.36,592.33,248
587.65,2393712,583.56,590.75,583.27,249
583.56,2568852,586.40,592.43,579.82,250
588.47,3526597,582.75,590.85,578.89,251
573.35,2281143,573.51,575.78,567.32,252
575.13,3124236,580.18,586.00,569.66,253
583.95,4325689,596.95,597.00,577.46,254
593.46,5220938,581.91,593.77,580.32,255
579.33,5634226,567.26,581.25,564.34,256
554.52,3511453,550.80,559.20,549.00,257
557.85,3608487,560.36,568.44,557.00,258
561.32,3055698,565.00,566.00,558.10,259
558.53,3175468,560.55,563.70,555.74,260
559.30,4373591,558.16,567.80,554.98,261
555.88,2840300,564.12,566.34,554.37,262
562.06,4143099,562.47,575.75,557.20,263
564.64,4032843,564.52,567.80,562.37,264
567.51,3174002,567.02,572.66,563.83,265
564.11,4857599,562.85,572.15,562.05,266
562.85,6181798,567.32,570.88,560.82,267
575.79,6905390,571.35,578.55,562.68,268
570.42,12770570,561.81,579.64,558.43,269
562.00,9451915,551.95,563.46,548.46,270
544.87,26432800,537.75,562.50,537.07,271
492.19,15506020,492.00,498.96,481.40,272
485.71,5212309,487.55,489.80,479.90,273
482.95,5672351,484.98,485.67,476.06,274
485.31,4054399,480.03,485.77,478.02,275
480.33,4894593,484.50,486.21,475.26,276
481.24,4678974,490.00,494.15,478.02,277
492.16,5003718,500.51,500.79,490.61,278
492.23,7993265,492.54,503.41,483.82,279
478.33,4342448,481.60,487.00,472.95,280
482.09,3526757,475.53,485.09,473.80,281
485.03,3675775,473.89,485.24,473.65,282
474.06,2631250,476.50,479.55,471.80,283
474.67,3636513,472.98,480.74,466.53,284
470.26,3443694,467.32,475.05,465.77,285
468.50,5049423,483.19,484.65,461.86,286
486.88,2740555,490.37,492.23,481.94,287
490.51,1710492,492.00,492.89,489.07,288
491.79,2561330,491.24,494.02,489.25,289
491.19,2034517,489.39,491.48,486.38,290
486.76,2702672,494.00,496.02,485.45,291
491.61,2756225,492.66,494.40,486.77,292
489.27,4563690,492.00,500.89,488.39,293
495.02,3849014,488.40,496.14,484.06,294
486.12,6410660,476.30,492.04,475.10,295
472.06,7840992,467.30,473.00,467.30,296
469.83,5176437,480.36,480.76,464.76,297
479.98,5820192,461.98,481.25,461.98,298
463.00,3302660,465.23,465.61,459.20,299
459.89,4929662,459.36,470.65,457.21,300
453.76,3458384,450.76,455.50,450.76,301
452.00,3506722,450.85,452.89,448.32,302
446.73,4178755,460.00,460.50,445.73,303
455.15,3380674,450.70,456.39,449.58,304
453.90,5157713,460.99,461.20,451.20,305
465.74,4341471,473.17,475.23,464.60,306
473.97,4287349,475.31,478.59,470.42,307
477.19,2855540,479.00,480.99,474.49,308
479.00,2890164,478.11,480.50,475.95,309
479.17,3625924,479.03,482.00,475.35,310
479.56,1404732,477.11,480.40,475.20,311
478.00,2843891,476.80,482.70,476.56,312
474.95,2997723,472.63,477.02,471.21,313
474.47,3621095,465.40,476.76,465.40,314
465.91,2800214,466.95,467.65,462.76,315
466.95,3655974,463.00,467.28,459.65,316
461.94,5035283,452.81,462.75,452.45,317
448.65,4060884,448.78,454.08,445.64,318
444.62,2896143,447.25,448.43,442.60,319
447.24,4443284,437.48,447.48,435.51,320
435.15,2735507,438.03,440.38,434.35,321
436.65,2356845,435.00,438.07,433.68,322
434.61,3291064,436.18,437.64,431.00,323
434.74,3003235,434.38,435.03,429.61,324
432.36,3667051,428.76,434.82,425.53,325
424.71,4475984,421.17,426.69,417.10,326
420.19,4806108,414.77,420.60,414.18,327
411.69,3877623,409.24,412.52,404.63,328
410.08,5317147,402.35,412.82,399.41,329
397.87,4997612,406.42,410.21,395.62,330
403.54,6849702,411.42,417.31,401.54,331
411.25,6299587,416.02,418.84,410.11,332
413.73,6459247,409.68,416.69,408.39,333
406.84,7390032,403.32,407.54,398.52,334
400.96,12782920,405.63,410.64,398.01,335
401.77,28074420,404.74,408.95,392.26,336
346.19,11429640,351.00,354.79,344.73,337
355.72,5908412,361.10,362.70,353.89,338
360.82,5128947,356.21,363.08,354.77,339
355.68,6316320,355.64,358.93,352.05,340
361.20,7376086,366.48,368.83,359.05,341
365.93,9151395,372.78,377.81,365.34,342
373.32,7288939,385.58,388.70,372.25,343
385.95,3299802,378.05,387.17,377.76,344
381.51,4778118,368.43,382.52,367.77,345
372.59,5034773,378.01,378.60,367.24,346
376.90,4303658,376.50,380.22,373.58,347
376.75,8878134,377.11,394.90,372.85,348
380.33,3102101,377.48,384.81,376.80,349
377.60,4205298,380.00,382.58,375.35,350
376.36,4369906,375.60,378.96,371.10,351
377.59,3843521,382.40,384.22,376.25,352
379.25,4089392,382.88,384.56,377.36,353
384.80,3757278,382.90,386.62,380.81,354
379.81,3699796,385.00,386.88,378.36,355
384.15,5556388,386.50,395.90,383.42,356
386.30,3866619,397.05,397.99,386.12,357
396.20,4080054,392.84,398.23,390.25,358
394.40,4704706,395.50,399.47,392.60,359
396.94,9116745,401.00,404.70,395.03,360
400.49,10709040,410.40,411.39,400.00,361
412.24,11843030,435.50,438.40,410.69,362
434.69,3124024,442.85,445.44,434.12,363
445.36,2913767,443.07,449.89,442.75,364
442.80,2704353,443.56,446.81,438.85,365
443.14,2922676,441.15,444.60,436.70,366
445.76,3862274,448.61,451.39,440.49,367
448.68,6155865,438.39,453.45,438.00,368
439.88,4793379,437.73,445.50,435.93,369
433.68,3802954,431.23,437.15,431.23,370
434.67,3625380,430.85,438.16,428.35,371
429.99,4486703,416.00,432.17,414.50,372
418.06,2928613,418.04,419.83,413.27,373
416.03,5390933,412.00,419.25,407.56,374
406.93,5687799,425.41,427.59,406.17,375
427.55,8174732,418.40,437.02,417.71,376
413.17,3603273,409.00,415.74,407.40,377
408.29,3861579,402.23,409.61,399.50,378
404.53,4312196,399.33,406.52,398.15,379
403.00,6031469,415.00,415.24,401.58,380
415.45,3967021,423.73,424.51,415.25,381
423.70,3367998,424.41,429.12,421.04,382
427.78,3965963,421.99,428.85,418.78,383
421.66,3927914,428.98,430.63,421.33,384
429.98,5467607,431.12,438.12,428.69,385
428.90,3846639,439.74,440.62,427.59,386
438.30,3767195,440.36,443.57,435.10,387
440.76,4781303,436.46,441.11,428.91,388
431.60,5441811,433.06,436.50,426.27,389
431.00,6259309,427.80,441.93,427.19,390
429.70,4921781,435.23,435.56,426.56,391
438.62,5725544,437.37,445.25,431.40,392
438.97,6587619,426.51,439.13,426.30,393
425.78,6428073,415.56,427.47,413.76,394
413.17,6594466,426.90,427.52,411.88,395
422.67,6009242,424.20,425.26,415.59,396
427.70,4859843,427.18,430.88,426.13,397
428.37,8282434,425.00,428.64,419.19,398
427.50,17340030,437.37,438.24,423.19,399
437.42,23989710,447.00,448.50,432.00,400
477.59,20996480,476.86,485.00,470.00,401
474.80,13196880,451.00,478.15,448.78,402
450.05,6901141,445.57,456.68,445.11,403
441.91,7195860,452.79,456.48,439.70,404
450.38,6157475,447.00,451.67,441.18,405
444.05,5731657,444.55,445.41,437.75,406
440.21,4574559,438.65,440.80,431.04,407
441.71,4251737,438.52,444.41,436.82,408
438.10,4165144,438.60,442.33,435.84,409
438.84,4944892,440.00,442.80,430.72,410
445.90,6875414,444.91,450.97,439.62,411
441.44,3728461,439.76,441.55,431.62,412
440.49,7346394,431.10,444.12,431.10,413
428.24,4932310,434.33,437.85,426.15,414
429.84,8811342,423.10,437.29,422.89,415
417.08,4818066,417.39,420.88,411.50,416
415.94,4640022,422.44,430.96,414.90,417
424.02,8298600,418.59,425.82,417.73,418
422.48,4872246,422.93,424.71,418.68,419
424.45,5146441,432.65,434.55,422.54,420
434.70,4762313,430.18,440.00,430.00,421
431.96,8753740,446.15,447.51,430.90,422
445.27,7099915,444.10,448.65,439.50,423
440.86,8413089,434.99,447.33,433.50,424
435.73,7820535,430.01,437.27,428.40,425
423.97,5967712,418.83,424.70,416.57,426
420.02,12372830,424.50,425.90,414.76,427
409.37,5991087,399.77,409.54,396.34,428
399.77,11932390,410.43,418.95,399.23,429
399.29,4991532,405.00,405.12,396.93,430
403.54,7247413,400.47,413.86,400.15,431
400.47,5902381,402.89,406.58,395.90,432
403.13,7160145,397.41,407.52,393.08,433
395.23,6988047,391.89,396.26,388.91,434
392.98,10864990,397.48,405.11,385.79,435
378.88,9360436,361.10,383.76,356.00,436
359.00,6263105,359.61,367.45,357.42,437
364.85,7973316,356.93,367.15,356.63,438
355.99,6866078,360.24,364.17,354.31,439
363.01,5406420,365.36,372.01,362.50,440
365.36,7859703,369.86,369.99,363.81,441
371.29,20925240,347.25,375.87,346.37,442
339.96,3958807,331.76,341.38,329.62,443
333.75,3334863,334.00,335.17,331.91,444
335.89,3652970,340.62,341.90,335.54,445
339.89,6082360,344.76,348.17,337.36,446
344.76,8033531,334.98,345.47,331.84,447
335.42,4289897,335.21,337.11,329.51,448
332.14,5544852,330.67,336.32,329.74,449
331.21,5488593,322.99,332.56,322.03,450
322.76,3990637,323.61,324.15,319.44,451
320.78,3879657,319.01,323.61,317.95,452
319.30,5064057,317.55,324.62,315.85,453
317.55,4318612,325.00,326.07,315.62,454
324.12,5341484,329.44,331.23,318.09,455
329.93,4228374,325.24,330.81,324.00,456
325.85,5618768,324.30,327.45,317.44,457
321.15,4623238,321.36,325.90,320.47,458
322.55,5426642,328.50,328.66,321.10,459
329.02,5586627,330.20,334.66,326.75,460
327.98,6348000,323.00,328.29,319.50,461
325.35,9947800,320.39,331.43,318.33,462
323.12,22128270,324.21,325.75,316.10,463
333.70,17944500,335.00,337.19,330.50,464
332.72,6136047,338.00,338.39,327.50,465
338.63,5350508,342.94,344.85,336.41,466
346.19,7406437,339.99,346.43,338.75,467
331.03,3965440,340.81,342.80,330.04,468
338.21,4044778,343.45,347.14,337.64,469
338.99,2657898,335.27,339.88,333.36,470
339.33,4660542,339.34,340.48,332.63,471
342.35,4205545,345.30,345.43,336.25,472
346.75,3298072,348.49,349.80,343.95,473
348.28,4413650,341.83,348.58,340.40,474
345.48,5610161,340.05,345.84,337.20,475
338.43,7131468,340.27,343.29,335.30,476
332.03,6287336,326.29,332.85,325.73,477
323.52,6489388,326.06,333.32,321.28,478
327.66,8625763,327.55,336.44,324.41,479
328.39,13004090,320.63,331.83,320.63,480
320.37,15653350,304.68,322.78,304.14,481
293.90,5808035,306.31,306.45,293.54,482
305.79,4886279,306.32,307.92,300.43,483
305.13,5113430,299.79,307.50,296.00,484
303.50,6918777,310.06,310.76,300.00,485
310.06,7912371,304.75,316.60,301.71,486
303.79,9215340,292.51,306.31,292.28,487
294.94,5956692,295.97,297.45,290.31,488
293.51,6292385,287.34,299.24,285.33,489
292.76,5759315,297.91,298.79,289.00,490
297.78,7443350,312.08,312.51,294.88,491
311.79,3479474,309.29,311.83,305.75,492
308.47,4553082,312.68,314.30,306.62,493
312.03,5660743,317.00,323.30,311.84,494
315.18,5953319,315.45,317.49,310.82,495
311.88,4921053,310.96,315.57,310.38,496
313.48,4911311,321.55,326.60,312.36,497
322.13,3676075,323.70,327.62,321.17,498
323.03,6142580,323.87,330.00,322.12,499
317.15,6830692,319.30,321.50,314.52,500
323.65,13238670,331.23,331.28,314.30,501
334.88,4546249,337.50,341.91,332.82,502
337.50,5710292,342.85,344.13,336.42,503
347.96,5294727,347.91,349.00,342.44,504
350.71,5215726,355.00,361.50,350.31,505
361.42,3969945,356.63,362.88,354.24,506
359.96,4624758,357.55,363.75,353.40,507
358.57,7134445,349.50,359.70,344.25,508
347.36,7291096,359.16,362.14,347.14,509
362.50,6901100,372.41,373.83,361.74,510
366.83,6253179,360.02,368.19,358.31,511
362.95,6289368,358.51,364.18,354.18,512
361.48,4994942,363.64,368.45,360.68,513
365.90,9402034,359.08,379.43,359.00,514
366.89,7856952,365.16,368.32,358.43,515
361.99,8005170,353.86,365.39,349.91,516
353.86,5660738,349.98,355.95,348.71,517
353.11,5127593,358.44,360.95,352.86,518
360.77,6703548,363.20,365.92,360.59,519
364.87,8256844,368.77,369.02,361.70,520
367.96,7766907,360.57,368.90,358.50,521
363.83,11796530,357.53,365.65,355.14,522
357.42,15646850,341.72,362.25,340.63,523
342.50,28430340,336.79,344.00,332.63,524
315.78,18008200,322.57,324.89,313.39,525
326.33,7814115,326.75,330.08,321.25,526
326.22,9246987,331.08,332.50,323.60,527
332.82,8286816,329.97,336.65,328.89,528
330.13,10856250,332.50,332.95,323.14,529
327.26,9579681,326.50,328.88,321.35,530
327.54,13072290,311.07,329.35,311.07,531
315.17,6766628,316.83,321.70,313.22,532
315.55,8959839,311.57,316.77,303.69,533
309.70,8328390,307.00,314.18,304.55,534
309.41,9345054,298.24,311.14,295.51,535
294.95,6763964,298.06,298.39,288.70,536
294.88,7566892,285.53,295.01,283.22,537
291.12,9588527,283.18,295.50,281.01,538
276.88,5964369,281.92,285.19,273.41,539
284.17,5778098,293.19,293.57,282.13,540
294.97,4251108,296.18,298.46,291.91,541
297.75,7856192,298.09,298.88,290.81,542
297.96,6376173,289.99,300.66,286.50,543
288.19,6918114,281.24,289.28,280.81,544
288.30,6163667,289.73,292.25,286.13,545
290.71,14080050,288.76,294.72,288.70,546
290.41,17724560,302.12,303.39,286.55,547
317.83,7543291,318.97,324.71,314.42,548
320.34,10756430,328.00,332.72,317.20,549
315.18,10148610,320.00,323.18,308.85,550
320.01,14364030,321.45,329.00,319.52,551
310.26,7205326,309.11,312.38,304.81,552
308.42,7821634,306.50,309.61,302.10,553
305.56,7195395,311.00,313.22,303.13,554
312.59,8423029,316.46,322.77,310.92,555
320.41,12690600,310.49,321.99,310.00,556
316.95,14664870,303.99,319.80,303.03,557
305.53,16070120,281.37,308.26,280.41,558
280.96,5786874,282.50,282.96,275.94,559
281.17,4707049,284.00,289.55,280.53,560
285.54,3235953,289.00,289.21,284.17,561
291.50,5918988,285.91,292.47,283.76,562
286.69,6245119,284.99,286.98,277.34,563
285.05,7256507,291.00,291.87,282.66,564
287.98,8400108,297.33,298.00,287.00,565
295.28,9838220,294.72,299.82,291.00,566
306.02,8038556,309.94,310.49,303.61,567
310.20,14626930,309.20,312.71,302.55,568
299.27,17973400,290.00,311.00,288.19,569
290.13,9573834,274.47,290.66,271.56,570
274.97,9667323,265.99,275.36,260.09,571
254.66,7265994,259.66,260.90,254.22,572
263.46,7683826,259.92,266.08,256.88,573
258.60,7927033,261.06,261.16,252.09,574
260.79,11124690,272.02,274.97,255.32,575
269.06,7057350,271.25,276.29,268.80,576
273.00,10367620,286.40,287.33,272.84,577
286.75,6916424,296.17,299.70,286.42,578
291.88,7505133,295.13,297.62,289.50,579
295.72,9960547,297.70,301.19,292.29,580
296.94,14612590,298.33,305.21,294.78,581
298.62,15749250,290.04,305.63,288.04,582
291.02,15100720,286.95,297.59,285.55,583
282.45,13326420,290.23,290.49,280.36,584
289.57,24889060,268.95,290.75,265.68,585
268.16,17207100,272.78,278.38,266.38,586
272.38,46685260,265.00,279.30,262.66,587
240.86,25776730,249.80,250.37,237.73,588
245.10,21057820,234.41,249.92,234.40,589
230.00,15293400,237.80,238.80,229.51,590
232.51,17505010,212.69,234.47,211.73,591
220.87,12952640,214.30,223.67,212.64,592
214.29,15282410,226.05,230.44,213.70,593
229.98,9991145,225.64,233.83,224.23,594
224.75,9806128,235.77,237.33,224.28,595
240.02,9188940,236.68,244.28,233.91,596
236.73,10825630,238.76,241.59,227.38,597
240.74,13925850,244.84,245.80,233.25,598
239.04,8657443,237.85,241.54,232.85,599
235.44,11848610,237.00,242.44,233.26,600
239.71,18994940,241.61,246.98,235.68,601
245.20,17579670,229.69,246.65,227.38,602
224.36,7762223,228.63,230.64,220.72,603
224.07,8234285,225.60,232.70,223.01,604
226.41,11207230,235.14,236.45,221.43,605
237.05,10017970,235.35,240.50,231.66,606
236.87,9166772,242.67,248.30,236.68,607
242.85,16037430,240.37,250.49,239.66,608
243.63,17912370,245.05,245.25,235.75,609
240.13,18914180,231.22,241.36,227.83,610
235.38,19454120,230.47,242.29,229.10,611
224.12,8230340,219.82,228.00,215.80,612
218.13,8000128,226.50,227.69,217.72,613
236.53,6047425,233.61,239.49,233.37,614
233.57,6702060,229.62,234.78,229.62,615
227.44,6737436,224.16,228.74,221.30,616
228.96,8149329,220.21,229.33,218.27,617
218.39,7469016,225.59,226.85,214.69,618
226.11,8164883,231.03,233.88,225.04,619
230.04,7292917,220.72,230.37,219.47,620
223.56,8615906,227.00,233.88,223.43,621
220.65,5740434,226.66,229.79,218.74,622
224.57,7109397,221.93,229.87,221.52,623
223.28,5349848,233.63,236.95,223.15,624
233.98,3766867,230.24,234.16,229.00,625
229.61,5426316,225.66,234.10,223.94,626
224.55,5276945,226.46,229.90,224.30,627
226.54,8630094,232.55,233.48,224.59,628
241.16,7504707,240.95,243.29,235.68,629
245.17,5280387,241.96,246.48,239.28,630
241.15,5627224,241.18,244.24,237.56,631
245.69,5136806,247.16,249.29,244.03,632
249.11,6527391,248.11,251.99,247.51,633
249.30,6098531,244.81,249.41,243.76,634
242.70,8780062,244.68,251.62,241.51,635
244.11,9254760,236.99,244.54,236.60,636
229.94,6181194,231.62,232.20,224.65,637
233.49,10997410,227.49,241.96,226.41,638
226.78,5539733,225.30,228.62,222.87,639
229.91,7142741,227.68,232.07,225.05,640
226.73,6400701,224.79,228.10,222.42,641
221.42,6361327,222.76,228.20,220.88,642
226.21,5525044,223.10,228.39,221.00,643
224.90,9064937,223.29,230.75,222.40,644
226.02,8972738,224.60,228.10,219.67,645
226.75,10508390,216.48,227.78,214.58,646
213.91,9508532,216.66,219.39,211.64,647
218.51,10935250,221.31,225.23,216.35,648
220.44,17805450,222.38,229.35,218.44,649
223.88,23430120,214.30,224.32,211.50,650
216.44,53920270,208.17,216.97,200.10,651
201.63,28178720,193.02,201.97,188.40,652
190.92,16322850,192.50,199.67,189.80,653
189.11,16319120,175.58,189.22,174.56,654
174.78,9039457,175.56,177.52,171.82,655
176.56,12734420,170.50,179.18,169.70,656
174.45,6845264,177.33,179.78,173.42,657
177.34,6048447,184.73,184.99,176.89,658
186.98,5835680,186.02,189.91,182.75,659
189.27,6334545,184.27,190.21,183.50,660
